MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20120828,NM,0.00,100.00,100.00,62.16,12.86,0.67,2012-08-28,2012-09-03,1
20120821,NM,0.00,100.00,100.00,83.17,15.00,0.00,2012-08-21,2012-08-27,1
20120814,NM,0.00,100.00,100.00,85.11,25.88,0.00,2012-08-14,2012-08-20,1
20120807,NM,0.00,100.00,99.93,80.24,25.74,0.00,2012-08-07,2012-08-13,1
20120731,NM,0.00,100.00,99.93,78.00,24.89,0.00,2012-07-31,2012-08-06,1
20120724,NM,0.00,100.00,99.94,78.04,23.92,0.00,2012-07-24,2012-07-30,1
20120717,NM,0.00,100.00,99.78,79.57,25.98,0.00,2012-07-17,2012-07-23,1
20120710,NM,0.00,100.00,99.79,79.76,25.98,0.00,2012-07-10,2012-07-16,1
20120703,NM,0.00,100.00,99.79,85.70,25.98,0.00,2012-07-03,2012-07-09,1
20120626,NM,0.00,100.00,99.64,85.75,25.25,0.00,2012-06-26,2012-07-02,1
20120619,NM,0.00,100.00,99.64,81.29,25.17,0.00,2012-06-19,2012-06-25,1
20120612,NM,0.00,100.00,99.64,73.03,23.46,0.00,2012-06-12,2012-06-18,1
20120605,NM,0.00,100.00,99.64,69.34,23.46,0.00,2012-06-05,2012-06-11,1
20120529,NM,0.00,100.00,100.00,70.42,23.70,0.00,2012-05-29,2012-06-04,1
20120522,NM,0.00,100.00,99.09,71.24,23.99,0.00,2012-05-22,2012-05-28,1
20120515,NM,0.00,100.00,96.20,62.63,23.99,0.67,2012-05-15,2012-05-21,1
20120508,NM,0.00,100.00,96.20,68.67,27.26,3.49,2012-05-08,2012-05-14,1
20120501,NM,0.00,100.00,86.61,68.67,27.26,8.86,2012-05-01,2012-05-07,1
20120424,NM,0.00,100.00,86.61,68.67,27.26,8.86,2012-04-24,2012-04-30,1
20120417,NM,0.00,100.00,86.48,58.54,24.94,8.86,2012-04-17,2012-04-23,1
20120410,NM,0.00,100.00,80.46,58.60,24.94,9.03,2012-04-10,2012-04-16,1
20120403,NM,0.00,100.00,81.69,60.97,24.94,9.03,2012-04-03,2012-04-09,1
20120327,NM,10.65,89.35,81.79,60.97,24.94,9.13,2012-03-27,2012-04-02,1
20120320,NM,11.31,88.69,81.79,60.84,24.94,9.13,2012-03-20,2012-03-26,1
20120313,NM,11.31,88.69,81.79,60.06,24.94,9.13,2012-03-13,2012-03-19,1
20120306,NM,11.31,88.69,81.79,58.04,24.94,9.13,2012-03-06,2012-03-12,1
20120228,NM,11.31,88.69,81.56,58.04,24.79,8.13,2012-02-28,2012-03-05,1
20120221,NM,11.69,88.31,81.50,59.57,24.79,8.13,2012-02-21,2012-02-27,1
20120214,NM,11.69,88.31,81.50,59.57,24.79,8.13,2012-02-14,2012-02-20,1
20120207,NM,8.10,91.90,87.63,63.73,24.79,8.13,2012-02-07,2012-02-13,1
20120131,NM,8.10,91.90,87.63,63.73,24.74,8.13,2012-01-31,2012-02-06,1
20120124,NM,8.10,91.90,87.63,63.73,23.37,7.56,2012-01-24,2012-01-30,1
20120117,NM,8.63,91.37,87.20,63.73,23.37,7.56,2012-01-17,2012-01-23,1
20120110,NM,8.63,91.37,87.60,72.13,23.37,7.56,2012-01-10,2012-01-16,1
20120103,NM,8.63,91.37,87.60,72.13,23.37,7.57,2012-01-03,2012-01-09,1
20111227,NM,8.63,91.37,87.60,72.15,23.37,7.57,2011-12-27,2012-01-02,1
20111220,NM,8.63,91.37,87.60,72.15,37.97,17.79,2011-12-20,2011-12-26,1
20111213,NM,8.63,91.37,87.83,81.59,39.47,17.93,2011-12-13,2011-12-19,1
20111206,NM,8.33,91.67,87.88,81.60,58.70,18.39,2011-12-06,2011-12-12,1
20111129,NM,6.28,93.72,90.69,85.60,62.97,18.39,2011-11-29,2011-12-05,1
20111122,NM,6.28,93.72,90.69,85.60,63.04,26.11,2011-11-22,2011-11-28,1
20111115,NM,6.28,93.72,90.69,85.60,63.04,26.11,2011-11-15,2011-11-21,1
20111108,NM,6.30,93.70,90.73,85.62,63.05,26.41,2011-11-08,2011-11-14,1
20111101,NM,6.27,93.73,90.77,85.85,63.02,26.35,2011-11-01,2011-11-07,1
20111025,NM,6.24,93.76,90.71,85.90,63.02,26.35,2011-10-25,2011-10-31,1
20111018,NM,6.24,93.76,90.71,85.90,63.02,26.35,2011-10-18,2011-10-24,1
20111011,NM,2.44,97.56,93.25,87.07,63.02,26.35,2011-10-11,2011-10-17,1
20111004,NM,0.00,100.00,96.40,88.99,69.61,36.04,2011-10-04,2011-10-10,1
20110927,NM,0.00,100.00,96.40,88.99,69.61,35.13,2011-09-27,2011-10-03,1
20110920,NM,0.00,100.00,96.40,88.99,69.61,35.13,2011-09-20,2011-09-26,1
20110913,NM,0.00,100.00,100.00,89.33,72.20,38.22,2011-09-13,2011-09-19,1
20110906,NM,0.00,100.00,100.00,89.27,72.19,38.37,2011-09-06,2011-09-12,1
20110830,NM,0.00,100.00,100.00,88.63,64.88,30.90,2011-08-30,2011-09-05,1
20110823,NM,0.00,100.00,100.00,92.57,74.10,42.88,2011-08-23,2011-08-29,1
20110816,NM,0.00,100.00,100.00,92.66,77.07,42.39,2011-08-16,2011-08-22,1
20110809,NM,0.00,100.00,100.00,93.16,77.31,47.30,2011-08-09,2011-08-15,1
20110802,NM,0.00,100.00,100.00,93.24,79.05,47.47,2011-08-02,2011-08-08,1
20110726,NM,0.00,100.00,100.00,93.24,79.34,47.76,2011-07-26,2011-08-01,1
20110719,NM,0.00,100.00,100.00,93.24,79.00,48.10,2011-07-19,2011-07-25,1
20110712,NM,0.00,100.00,100.00,93.96,79.01,48.21,2011-07-12,2011-07-18,1
20110705,NM,0.00,100.00,100.00,93.96,79.34,49.09,2011-07-05,2011-07-11,1
20110628,NM,0.00,100.00,100.00,93.96,79.34,49.09,2011-06-28,2011-07-04,1
20110621,NM,0.00,100.00,93.98,87.35,71.18,49.09,2011-06-21,2011-06-27,1
20110614,NM,0.75,99.25,93.98,87.35,67.86,44.90,2011-06-14,2011-06-20,1
20110607,NM,0.75,99.25,93.98,87.35,67.91,44.53,2011-06-07,2011-06-13,1
20110531,NM,0.75,99.25,93.98,87.35,66.72,31.97,2011-05-31,2011-06-06,1
20110524,NM,0.75,99.25,93.98,87.37,64.82,31.72,2011-05-24,2011-05-30,1
20110517,NM,0.00,100.00,96.66,87.36,64.59,31.67,2011-05-17,2011-05-23,1
20110510,NM,0.00,100.00,96.59,87.36,61.02,30.14,2011-05-10,2011-05-16,1
20110503,NM,0.00,100.00,96.54,87.36,61.02,13.63,2011-05-03,2011-05-09,1
20110426,NM,0.00,100.00,96.54,74.67,55.61,0.00,2011-04-26,2011-05-02,1
20110419,NM,0.00,100.00,94.42,74.67,32.65,0.00,2011-04-19,2011-04-25,1
20110412,NM,0.00,100.00,94.42,74.31,29.47,0.00,2011-04-12,2011-04-18,1
20110405,NM,0.00,100.00,94.46,74.32,29.47,0.00,2011-04-05,2011-04-11,1
20110329,NM,4.81,95.19,91.19,74.00,10.43,0.00,2011-03-29,2011-04-04,1
20110322,NM,5.41,94.59,89.61,46.13,10.20,0.00,2011-03-22,2011-03-28,1
20110315,NM,7.79,92.21,84.02,33.82,9.25,0.00,2011-03-15,2011-03-21,1
20110308,NM,7.97,92.03,62.56,33.32,0.17,0.00,2011-03-08,2011-03-14,1
20110301,NM,7.79,92.21,63.97,33.32,0.00,0.00,2011-03-01,2011-03-07,1
20110222,NM,7.79,92.21,63.97,33.32,0.00,0.00,2011-02-22,2011-02-28,1
20110215,NM,7.79,92.21,52.89,22.86,0.00,0.00,2011-02-15,2011-02-21,1
20110208,NM,8.22,91.78,52.89,22.86,0.00,0.00,2011-02-08,2011-02-14,1
20110201,NM,5.30,94.70,50.59,22.89,0.00,0.00,2011-02-01,2011-02-07,1
20110125,NM,5.30,94.70,50.59,11.43,0.00,0.00,2011-01-25,2011-01-31,1
20110118,NM,8.55,91.45,42.63,0.00,0.00,0.00,2011-01-18,2011-01-24,1
20110111,NM,8.60,91.40,42.69,0.00,0.00,0.00,2011-01-11,2011-01-17,1
20110104,NM,6.34,93.66,40.44,0.00,0.00,0.00,2011-01-04,2011-01-10,1
20101228,NM,6.16,93.84,40.40,0.00,0.00,0.00,2010-12-28,2011-01-03,1
20101221,NM,5.18,94.82,40.35,0.00,0.00,0.00,2010-12-21,2010-12-27,1
20101214,NM,5.18,94.82,15.99,0.00,0.00,0.00,2010-12-14,2010-12-20,1
20101207,NM,41.12,58.88,8.07,0.00,0.00,0.00,2010-12-07,2010-12-13,1
20101130,NM,68.73,31.27,0.60,0.00,0.00,0.00,2010-11-30,2010-12-06,1
20101123,NM,68.73,31.27,0.00,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101116,NM,69.49,30.51,0.00,0.00,0.00,0.00,2010-11-16,2010-11-22,1
20101109,NM,76.39,23.61,0.00,0.00,0.00,0.00,2010-11-09,2010-11-15,1
20101102,NM,76.52,23.48,0.00,0.00,0.00,0.00,2010-11-02,2010-11-08,1
20101026,NM,76.52,23.48,0.00,0.00,0.00,0.00,2010-10-26,2010-11-01,1
20101019,NM,76.14,23.86,0.00,0.00,0.00,0.00,2010-10-19,2010-10-25,1
20101012,NM,76.66,23.34,0.00,0.00,0.00,0.00,2010-10-12,2010-10-18,1
20101005,NM,76.66,23.34,0.00,0.00,0.00,0.00,2010-10-05,2010-10-11,1
20100928,NM,76.66,23.34,0.00,0.00,0.00,0.00,2010-09-28,2010-10-04,1
20100921,NM,79.95,20.05,0.00,0.00,0.00,0.00,2010-09-21,2010-09-27,1
20100914,NM,79.95,20.05,0.00,0.00,0.00,0.00,2010-09-14,2010-09-20,1
20100907,NM,79.95,20.05,0.00,0.00,0.00,0.00,2010-09-07,2010-09-13,1
20100831,NM,80.04,19.96,0.00,0.00,0.00,0.00,2010-08-31,2010-09-06,1
20100824,NM,80.04,19.96,0.00,0.00,0.00,0.00,2010-08-24,2010-08-30,1
20100817,NM,80.04,19.96,0.00,0.00,0.00,0.00,2010-08-17,2010-08-23,1
20100810,NM,79.55,20.45,0.00,0.00,0.00,0.00,2010-08-10,2010-08-16,1
20100803,NM,79.55,20.45,0.00,0.00,0.00,0.00,2010-08-03,2010-08-09,1
20100727,NM,65.81,34.19,12.10,0.00,0.00,0.00,2010-07-27,2010-08-02,1
20100720,NM,47.23,52.77,23.97,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100713,NM,50.19,49.81,17.27,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100706,NM,50.19,49.81,17.27,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100629,NM,50.23,49.77,17.27,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100622,NM,49.21,50.79,17.27,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100615,NM,50.60,49.40,17.27,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100608,NM,81.91,18.09,0.02,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100601,NM,82.00,18.00,0.02,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100525,NM,82.00,18.00,0.02,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100518,NM,88.29,11.71,0.02,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100511,NM,79.29,20.71,0.02,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100504,NM,79.21,20.79,0.02,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100427,NM,79.21,20.79,0.02,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100420,NM,79.21,20.79,0.02,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100413,NM,79.00,21.00,0.02,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100406,NM,79.00,21.00,0.02,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100330,NM,79.00,21.00,0.02,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100323,NM,79.00,21.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100316,NM,76.26,23.74,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100309,NM,76.26,23.74,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,NM,57.64,42.36,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100223,NM,57.64,42.36,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100216,NM,57.34,42.66,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100209,NM,57.30,42.70,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100202,NM,48.91,51.09,1.16,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100126,NM,36.51,63.49,3.07,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100119,NM,29.55,70.45,13.14,3.05,0.00,0.00,2010-01-19,2010-01-25,1
20100112,NM,29.55,70.45,13.14,3.05,0.00,0.00,2010-01-12,2010-01-18,1
20100105,NM,56.91,43.09,10.11,2.26,0.00,0.00,2010-01-05,2010-01-11,1
20091229,NM,56.91,43.09,10.11,2.26,0.00,0.00,2009-12-29,2010-01-04,1
20201229,NV,0.00,100.00,99.71,91.18,72.49,23.68,2020-12-29,2021-01-04,1
20201222,NV,0.00,100.00,99.71,91.18,72.49,23.68,2020-12-22,2020-12-28,1
20201215,NV,0.00,100.00,99.71,91.18,72.49,23.68,2020-12-15,2020-12-21,1
20201208,NV,0.00,100.00,99.71,91.12,71.34,21.23,2020-12-08,2020-12-14,1
20201201,NV,0.00,100.00,99.36,83.21,69.90,21.23,2020-12-01,2020-12-07,1
20201124,NV,0.00,100.00,99.36,83.21,69.75,17.55,2020-11-24,2020-11-30,1
20201117,NV,0.00,100.00,99.36,81.72,65.37,5.80,2020-11-17,2020-11-23,1
20201110,NV,0.00,100.00,99.36,81.72,65.37,5.80,2020-11-10,2020-11-16,1
20201103,NV,0.00,100.00,99.36,79.66,58.20,5.80,2020-11-03,2020-11-09,1
20201027,NV,0.00,100.00,99.36,79.66,58.20,5.80,2020-10-27,2020-11-02,1
20201020,NV,0.00,100.00,99.36,79.66,58.20,5.80,2020-10-20,2020-10-26,1
20201013,NV,0.00,100.00,99.36,79.66,58.20,5.80,2020-10-13,2020-10-19,1
20201006,NV,0.00,100.00,99.36,79.37,51.41,5.80,2020-10-06,2020-10-12,1
20200929,NV,0.44,99.56,97.13,79.39,51.41,5.80,2020-09-29,2020-10-05,1
20200922,NV,0.44,99.56,97.13,79.08,47.98,5.80,2020-09-22,2020-09-28,1
20200915,NV,0.47,99.53,97.13,78.10,32.01,4.91,2020-09-15,2020-09-21,1
20200908,NV,0.47,99.53,95.98,74.96,21.08,0.00,2020-09-08,2020-09-14,1
20200901,NV,0.54,99.46,95.73,74.96,19.05,0.00,2020-09-01,2020-09-07,1
20200825,NV,0.53,99.47,95.73,71.90,19.05,0.00,2020-08-25,2020-08-31,1
20200818,NV,1.06,98.94,95.68,52.35,9.06,0.00,2020-08-18,2020-08-24,1
20200811,NV,1.09,98.91,93.16,46.03,8.72,0.00,2020-08-11,2020-08-17,1
20200804,NV,1.09,98.91,93.14,46.03,5.15,0.00,2020-08-04,2020-08-10,1
20200728,NV,2.59,97.41,90.22,36.75,2.64,0.00,2020-07-28,2020-08-03,1
20200721,NV,2.59,97.41,79.83,25.00,0.00,0.00,2020-07-21,2020-07-27,1
20200714,NV,8.00,92.00,78.45,19.27,0.00,0.00,2020-07-14,2020-07-20,1
20200707,NV,15.52,84.48,63.31,19.27,0.00,0.00,2020-07-07,2020-07-13,1
20200630,NV,15.52,84.48,63.31,19.27,0.00,0.00,2020-06-30,2020-07-06,1
20200623,NV,15.12,84.88,65.19,19.27,0.00,0.00,2020-06-23,2020-06-29,1
20200616,NV,15.12,84.88,65.19,17.74,0.00,0.00,2020-06-16,2020-06-22,1
20200609,NV,15.08,84.92,65.19,17.48,0.00,0.00,2020-06-09,2020-06-15,1
20200602,NV,16.61,83.39,65.23,17.48,0.00,0.00,2020-06-02,2020-06-08,1
20200526,NV,16.61,83.39,65.23,17.48,0.00,0.00,2020-05-26,2020-06-01,1
20200519,NV,16.61,83.39,65.23,17.48,0.00,0.00,2020-05-19,2020-05-25,1
20200512,NV,16.61,83.39,59.05,11.04,0.00,0.00,2020-05-12,2020-05-18,1
20200505,NV,17.88,82.12,54.64,6.88,0.00,0.00,2020-05-05,2020-05-11,1
20200428,NV,19.11,80.89,41.91,4.61,0.00,0.00,2020-04-28,2020-05-04,1
20200421,NV,28.81,71.19,39.64,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200414,NV,28.81,71.19,39.64,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200407,NV,28.81,71.19,39.64,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200331,NV,29.00,71.00,39.39,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200324,NV,29.00,71.00,10.11,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200317,NV,29.00,71.00,10.10,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200310,NV,35.34,64.66,10.10,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200303,NV,35.84,64.16,7.13,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200225,NV,37.59,62.41,4.30,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200218,NV,49.63,50.37,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200211,NV,49.63,50.37,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200204,NV,95.91,4.09,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200128,NV,95.91,4.09,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200121,NV,98.05,1.95,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200114,NV,98.05,1.95,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200107,NV,98.08,1.92,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20191231,NV,98.08,1.92,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191224,NV,94.10,5.90,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,NV,94.10,5.90,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,NV,79.69,20.31,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191203,NV,22.71,77.29,3.94,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191126,NV,22.61,77.39,20.64,2.01,0.03,0.00,2019-11-26,2019-12-02,1
20191119,NV,34.60,65.40,21.76,2.01,0.03,0.00,2019-11-19,2019-11-25,1
20191112,NV,34.72,65.28,21.54,2.01,0.00,0.00,2019-11-12,2019-11-18,1
20191105,NV,37.72,62.28,8.53,0.24,0.00,0.00,2019-11-05,2019-11-11,1
20191029,NV,37.72,62.28,8.53,0.24,0.00,0.00,2019-10-29,2019-11-04,1
20191022,NV,37.72,62.28,8.53,0.24,0.00,0.00,2019-10-22,2019-10-28,1
20191015,NV,54.46,45.54,4.19,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,NV,80.62,19.38,4.19,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,NV,88.81,11.19,4.19,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,NV,88.81,11.19,4.19,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,NV,88.81,11.19,4.19,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,NV,90.49,9.51,3.77,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,NV,90.49,9.51,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,NV,95.75,4.25,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,NV,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,NV,99.98,0.02,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,NV,98.94,1.06,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,NV,89.94,10.06,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,NV,89.94,10.06,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,NV,69.13,30.87,3.65,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,NV,68.06,31.94,3.65,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,NV,32.50,67.50,31.98,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,NV,32.47,67.53,31.98,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,NV,17.87,82.13,55.87,1.73,0.00,0.00,2019-02-19,2019-02-25,1
20190212,NV,13.14,86.86,56.10,2.11,0.00,0.00,2019-02-12,2019-02-18,1
20190205,NV,13.14,86.86,56.10,1.67,0.00,0.00,2019-02-05,2019-02-11,1
20190129,NV,11.05,88.95,59.12,1.67,0.00,0.00,2019-01-29,2019-02-04,1
20190122,NV,0.71,99.29,70.57,12.57,0.00,0.00,2019-01-22,2019-01-28,1
20190115,NV,0.71,99.29,81.09,12.84,0.00,0.00,2019-01-15,2019-01-21,1
20190108,NV,0.71,99.29,81.09,12.84,0.00,0.00,2019-01-08,2019-01-14,1
20190101,NV,0.71,99.29,81.09,12.84,0.00,0.00,2019-01-01,2019-01-07,1
20181225,NV,0.71,99.29,81.09,12.84,0.00,0.00,2018-12-25,2018-12-31,1
20181218,NV,0.71,99.29,81.09,12.92,0.00,0.00,2018-12-18,2018-12-24,1
20181211,NV,0.71,99.29,81.09,12.92,0.00,0.00,2018-12-11,2018-12-17,1
20181204,NV,0.71,99.29,65.54,12.92,0.00,0.00,2018-12-04,2018-12-10,1
20181127,NV,0.00,100.00,65.97,12.92,0.00,0.00,2018-11-27,2018-12-03,1
20181120,NV,0.00,100.00,60.35,12.92,0.00,0.00,2018-11-20,2018-11-26,1
20181113,NV,0.00,100.00,44.44,12.92,0.00,0.00,2018-11-13,2018-11-19,1
20181106,NV,0.00,100.00,44.44,12.92,0.00,0.00,2018-11-06,2018-11-12,1
20181030,NV,9.32,90.68,44.44,12.92,0.00,0.00,2018-10-30,2018-11-05,1
20181023,NV,9.32,90.68,44.44,12.98,0.00,0.00,2018-10-23,2018-10-29,1
20181016,NV,9.32,90.68,44.44,12.98,0.00,0.00,2018-10-16,2018-10-22,1
20181009,NV,9.32,90.68,44.44,12.98,0.00,0.00,2018-10-09,2018-10-15,1
20181002,NV,5.54,94.46,47.76,13.11,0.00,0.00,2018-10-02,2018-10-08,1
20180925,NV,5.54,94.46,47.76,13.11,0.00,0.00,2018-09-25,2018-10-01,1
20180918,NV,5.54,94.46,47.76,1.38,0.00,0.00,2018-09-18,2018-09-24,1
20180911,NV,5.54,94.46,47.76,1.38,0.00,0.00,2018-09-11,2018-09-17,1
20180904,NV,5.57,94.43,47.76,1.38,0.00,0.00,2018-09-04,2018-09-10,1
20180828,NV,5.57,94.43,47.76,1.24,0.00,0.00,2018-08-28,2018-09-03,1
20180821,NV,5.57,94.43,44.28,0.30,0.00,0.00,2018-08-21,2018-08-27,1
20180814,NV,5.49,94.51,44.28,0.30,0.00,0.00,2018-08-14,2018-08-20,1
20180807,NV,5.49,94.51,40.51,0.30,0.00,0.00,2018-08-07,2018-08-13,1
20180731,NV,5.49,94.51,40.51,0.30,0.00,0.00,2018-07-31,2018-08-06,1
20180724,NV,15.79,84.21,32.65,0.30,0.00,0.00,2018-07-24,2018-07-30,1
20180717,NV,15.79,84.21,31.89,0.30,0.00,0.00,2018-07-17,2018-07-23,1
20180710,NV,15.79,84.21,31.88,0.30,0.00,0.00,2018-07-10,2018-07-16,1
20180703,NV,15.79,84.21,31.92,0.30,0.00,0.00,2018-07-03,2018-07-09,1
20180626,NV,15.69,84.31,31.92,0.30,0.00,0.00,2018-06-26,2018-07-02,1
20180619,NV,15.69,84.31,31.90,0.30,0.00,0.00,2018-06-19,2018-06-25,1
20180612,NV,15.72,84.28,31.90,0.30,0.00,0.00,2018-06-12,2018-06-18,1
20180605,NV,15.72,84.28,31.80,0.30,0.00,0.00,2018-06-05,2018-06-11,1
20180529,NV,15.72,84.28,31.80,0.30,0.00,0.00,2018-05-29,2018-06-04,1
20180522,NV,15.72,84.28,31.80,0.30,0.00,0.00,2018-05-22,2018-05-28,1
20180515,NV,15.73,84.27,31.86,0.30,0.00,0.00,2018-05-15,2018-05-21,1
20180508,NV,15.66,84.34,31.02,0.30,0.00,0.00,2018-05-08,2018-05-14,1
20180501,NV,15.44,84.56,31.03,0.30,0.00,0.00,2018-05-01,2018-05-07,1
20180424,NV,15.44,84.56,31.02,0.09,0.00,0.00,2018-04-24,2018-04-30,1
20180417,NV,15.44,84.56,31.03,0.09,0.00,0.00,2018-04-17,2018-04-23,1
20180410,NV,15.44,84.56,31.03,0.09,0.00,0.00,2018-04-10,2018-04-16,1
20180403,NV,3.75,96.25,12.78,0.09,0.00,0.00,2018-04-03,2018-04-09,1
20180327,NV,3.75,96.25,12.71,0.00,0.00,0.00,2018-03-27,2018-04-02,1
20180320,NV,0.00,100.00,12.71,0.00,0.00,0.00,2018-03-20,2018-03-26,1
20180313,NV,0.00,100.00,12.71,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180306,NV,0.00,100.00,12.45,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180227,NV,0.00,100.00,12.45,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,NV,0.00,100.00,12.45,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180213,NV,0.00,100.00,11.20,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,NV,0.00,100.00,10.69,0.00,0.00,0.00,2018-02-06,2018-02-12,1
20180130,NV,0.00,100.00,10.89,0.00,0.00,0.00,2018-01-30,2018-02-05,1
20180123,NV,68.10,31.90,3.42,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,NV,68.10,31.90,3.42,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180109,NV,68.12,31.88,3.42,0.00,0.00,0.00,2018-01-09,2018-01-15,1
